Gyro values [b-fr]:  -0.046   0.017  -0.005 | Abs.   0.049 [dps] @ t=         531008[msec]
Gyro values [b-fr]:  -0.041  -0.010   0.029 | Abs.   0.052 [dps] @ t=         532108[msec]
Gyro values [b-fr]:  -0.055   0.023   0.013 | Abs.   0.061 [dps] @ t=         533209[msec]
Gyro values [b-fr]:  -0.044  -0.006  -0.026 | Abs.   0.052 [dps] @ t=         534307[msec]
Gyro values [b-fr]:  -0.052   0.002  -0.004 | Abs.   0.052 [dps] @ t=         535407[msec]
Gyro values [b-fr]:  -0.062   0.016  -0.012 | Abs.   0.065 [dps] @ t=         536507[msec]
Gyro values [b-fr]:  -0.028  -0.006   0.008 | Abs.   0.030 [dps] @ t=         537607[msec]
Gyro values [b-fr]:  -0.052   0.010   0.010 | Abs.   0.053 [dps] @ t=         538707[msec]
Gyro values [b-fr]:  -0.028   0.008  -0.005 | Abs.   0.029 [dps] @ t=         539908[msec]
Gyro values [b-fr]:  -0.041  -0.014  -0.037 | Abs.   0.057 [dps] @ t=         541009[msec]
Gyro values [b-fr]:  -0.054   0.010   0.001 | Abs.   0.055 [dps] @ t=         542109[msec]
Gyro values [b-fr]:  -0.038  -0.010  -0.008 | Abs.   0.040 [dps] @ t=         543207[msec]
Gyro values [b-fr]:  -0.052   0.006  -0.002 | Abs.   0.052 [dps] @ t=         544307[msec]
Gyro values [b-fr]:  -0.048   0.001   0.008 | Abs.   0.049 [dps] @ t=         545407[msec]
Gyro values [b-fr]:  -0.066  -0.008   0.007 | Abs.   0.067 [dps] @ t=         546507[msec]
Gyro values [b-fr]:  -0.041   0.009  -0.001 | Abs.   0.042 [dps] @ t=         547607[msec]
Gyro values [b-fr]:  -0.051   0.036   0.005 | Abs.   0.063 [dps] @ t=         548808[msec]
Gyro values [b-fr]:  -0.047  -0.025   0.002 | Abs.   0.053 [dps] @ t=         549909[msec]
Gyro values [b-fr]:  -0.061   0.030   0.005 | Abs.   0.069 [dps] @ t=         551009[msec]
Gyro values [b-fr]:  -0.028  -0.010  -0.000 | Abs.   0.030 [dps] @ t=         552107[msec]
Gyro values [b-fr]:  -0.047  -0.002   0.000 | Abs.   0.047 [dps] @ t=         553207[msec]
Gyro values [b-fr]:  -0.035  -0.001   0.003 | Abs.   0.035 [dps] @ t=         554307[msec]
Gyro values [b-fr]:  -0.026   0.011  -0.015 | Abs.   0.031 [dps] @ t=         555407[msec]
Gyro values [b-fr]:  -0.034  -0.007  -0.009 | Abs.   0.036 [dps] @ t=         556507[msec]
Gyro values [b-fr]:  -0.039   0.003   0.007 | Abs.   0.040 [dps] @ t=         557708[msec]
Gyro values [b-fr]:  -0.054   0.004  -0.007 | Abs.   0.054 [dps] @ t=         558809[msec]
Gyro values [b-fr]:  -0.036   0.025  -0.009 | Abs.   0.045 [dps] @ t=         559909[msec]
Gyro values [b-fr]:  -0.060  -0.004  -0.003 | Abs.   0.060 [dps] @ t=         561007[msec]
Gyro values [b-fr]:  -0.054   0.012  -0.000 | Abs.   0.055 [dps] @ t=         562107[msec]
Gyro values [b-fr]:  -0.071  -0.021   0.015 | Abs.   0.076 [dps] @ t=         563207[msec]
Gyro values [b-fr]:  -0.027   0.026   0.011 | Abs.   0.039 [dps] @ t=         564307[msec]
Gyro values [b-fr]:  -0.031  -0.005   0.000 | Abs.   0.032 [dps] @ t=         565407[msec]
Gyro values [b-fr]:  -0.029  -0.018   0.020 | Abs.   0.039 [dps] @ t=         566608[msec]
Gyro values [b-fr]:  -0.033   0.024  -0.008 | Abs.   0.041 [dps] @ t=         567709[msec]
Gyro values [b-fr]:  -0.050   0.018  -0.014 | Abs.   0.055 [dps] @ t=         568807[msec]
Gyro values [b-fr]:  -0.057  -0.013  -0.025 | Abs.   0.063 [dps] @ t=         569907[msec]
Gyro values [b-fr]:  -0.058   0.022  -0.001 | Abs.   0.062 [dps] @ t=         571007[msec]
Gyro values [b-fr]:  -0.055   0.017  -0.009 | Abs.   0.058 [dps] @ t=         572107[msec]
Gyro values [b-fr]:  -0.041   0.006   0.020 | Abs.   0.046 [dps] @ t=         573207[msec]
Gyro values [b-fr]:  -0.045  -0.013  -0.003 | Abs.   0.047 [dps] @ t=         574307[msec]
Gyro values [b-fr]:  -0.043   0.009  -0.003 | Abs.   0.044 [dps] @ t=         575407[msec]
Gyro values [b-fr]:  -0.038  -0.005  -0.014 | Abs.   0.041 [dps] @ t=         576609[msec]
Gyro values [b-fr]:  -0.033   0.004  -0.005 | Abs.   0.034 [dps] @ t=         577707[msec]
Gyro values [b-fr]:  -0.037  -0.013  -0.013 | Abs.   0.041 [dps] @ t=         578807[msec]
Gyro values [b-fr]:  -0.058   0.007  -0.006 | Abs.   0.059 [dps] @ t=         579907[msec]
Gyro values [b-fr]:  -0.046  -0.008  -0.009 | Abs.   0.048 [dps] @ t=         581007[msec]
Gyro values [b-fr]:  -0.044   0.024   0.008 | Abs.   0.051 [dps] @ t=         582107[msec]
Gyro values [b-fr]:  -0.033  -0.020   0.006 | Abs.   0.039 [dps] @ t=         583207[msec]
Gyro values [b-fr]:  -0.040   0.004  -0.012 | Abs.   0.042 [dps] @ t=         584307[msec]
Gyro values [b-fr]:  -0.061   0.011  -0.004 | Abs.   0.062 [dps] @ t=         585510[msec]
Gyro values [b-fr]:  -0.058   0.022  -0.020 | Abs.   0.065 [dps] @ t=         586607[msec]
Gyro values [b-fr]:  -0.051   0.005  -0.003 | Abs.   0.051 [dps] @ t=         587707[msec]
Gyro values [b-fr]:  -0.035   0.003   0.004 | Abs.   0.035 [dps] @ t=         588807[msec]
Gyro values [b-fr]:  -0.035   0.004  -0.016 | Abs.   0.039 [dps] @ t=         589907[msec]
Gyro values [b-fr]:  -0.041   0.007  -0.006 | Abs.   0.042 [dps] @ t=         591007[msec]
Gyro values [b-fr]:  -0.033  -0.011  -0.005 | Abs.   0.035 [dps] @ t=         592107[msec]
Gyro values [b-fr]:  -0.040   0.014  -0.005 | Abs.   0.042 [dps] @ t=         593207[msec]
Gyro values [b-fr]:  -0.043   0.008  -0.008 | Abs.   0.045 [dps] @ t=         594409[msec]
