Gyro values [b-fr]:  10.640  -0.350  -3.080 | Abs.  11.082 [dps] @ t=            200[msec]
Gyro values [b-fr]:  10.500  -0.070  -2.590 | Abs.  10.815 [dps] @ t=           1200[msec]
Gyro values [b-fr]:  10.367  -0.196  -2.751 | Abs.  10.728 [dps] @ t=           2400[msec]
Gyro values [b-fr]:  10.437  -0.301  -2.583 | Abs.  10.756 [dps] @ t=           3400[msec]
Gyro values [b-fr]:  10.297  -0.147  -2.702 | Abs.  10.647 [dps] @ t=           4600[msec]
Gyro values [b-fr]:  10.444  -0.273  -2.786 | Abs.  10.813 [dps] @ t=           5800[msec]
Gyro values [b-fr]:  10.563  -0.308  -2.597 | Abs.  10.882 [dps] @ t=           6800[msec]
Gyro values [b-fr]:  10.374  -0.196  -2.590 | Abs.  10.694 [dps] @ t=           8000[msec]
Gyro values [b-fr]:  10.234  -0.448  -2.667 | Abs.  10.585 [dps] @ t=           9000[msec]
Gyro values [b-fr]:  10.332  -0.322  -2.842 | Abs.  10.721 [dps] @ t=          10200[msec]
Gyro values [b-fr]:  10.430  -0.273  -2.611 | Abs.  10.755 [dps] @ t=          11200[msec]
Gyro values [b-fr]:  10.367  -0.147  -2.625 | Abs.  10.695 [dps] @ t=          12400[msec]
Gyro values [b-fr]:  10.290  -0.056  -2.464 | Abs.  10.581 [dps] @ t=          13400[msec]
Gyro values [b-fr]:  10.598  -0.182  -2.317 | Abs.  10.850 [dps] @ t=          14600[msec]
Gyro values [b-fr]:  10.717  -0.406  -2.569 | Abs.  11.028 [dps] @ t=          15600[msec]
Gyro values [b-fr]:  10.402  -0.245  -2.597 | Abs.  10.724 [dps] @ t=          16800[msec]
Gyro values [b-fr]:  10.283  -0.112  -2.527 | Abs.  10.590 [dps] @ t=          17800[msec]
Gyro values [b-fr]:  10.178  -0.294  -2.331 | Abs.  10.446 [dps] @ t=          19000[msec]
Gyro values [b-fr]:  10.157  -0.161  -2.429 | Abs.  10.445 [dps] @ t=          20200[msec]
Gyro values [b-fr]:  10.213  -0.119  -2.310 | Abs.  10.472 [dps] @ t=          21200[msec]
Gyro values [b-fr]:  10.262  -0.168  -2.604 | Abs.  10.589 [dps] @ t=          22400[msec]
Gyro values [b-fr]:  10.206  -0.273  -2.772 | Abs.  10.579 [dps] @ t=          23400[msec]
Gyro values [b-fr]:  10.227  -0.322  -2.702 | Abs.  10.583 [dps] @ t=          24600[msec]
Gyro values [b-fr]:  10.262  -0.259  -2.499 | Abs.  10.565 [dps] @ t=          25600[msec]
Gyro values [b-fr]:  10.430  -0.287  -2.401 | Abs.  10.707 [dps] @ t=          26800[msec]
Gyro values [b-fr]:  10.542  -0.406  -2.443 | Abs.  10.829 [dps] @ t=          27800[msec]
Gyro values [b-fr]:  10.318  -0.399  -2.387 | Abs.  10.598 [dps] @ t=          29000[msec]
Gyro values [b-fr]:  10.199  -0.273  -2.394 | Abs.  10.480 [dps] @ t=          30000[msec]
Gyro values [b-fr]:  10.381  -0.315  -2.429 | Abs.  10.666 [dps] @ t=          31200[msec]
Gyro values [b-fr]:  10.458  -0.280  -2.716 | Abs.  10.809 [dps] @ t=          32400[msec]
Gyro values [b-fr]:  10.521  -0.322  -2.366 | Abs.  10.789 [dps] @ t=          33400[msec]
Gyro values [b-fr]:  10.290  -0.252  -2.569 | Abs.  10.609 [dps] @ t=          34600[msec]
Gyro values [b-fr]:  10.192  -0.294  -2.583 | Abs.  10.518 [dps] @ t=          35600[msec]
Gyro values [b-fr]:  10.381  -0.245  -2.604 | Abs.  10.705 [dps] @ t=          36800[msec]
Gyro values [b-fr]:  10.395  -0.252  -2.639 | Abs.  10.728 [dps] @ t=          37800[msec]
Gyro values [b-fr]:  10.297  -0.357  -2.541 | Abs.  10.612 [dps] @ t=          39000[msec]
Gyro values [b-fr]:  10.346  -0.476  -2.688 | Abs.  10.700 [dps] @ t=          40000[msec]
Gyro values [b-fr]:  10.164  -0.322  -2.618 | Abs.  10.501 [dps] @ t=          41200[msec]
Gyro values [b-fr]:  10.311  -0.259  -2.429 | Abs.  10.596 [dps] @ t=          42200[msec]
Gyro values [b-fr]:  10.339  -0.133  -2.541 | Abs.  10.648 [dps] @ t=          43400[msec]
Gyro values [b-fr]:  10.325  -0.098  -2.702 | Abs.  10.673 [dps] @ t=          44600[msec]
Gyro values [b-fr]:  10.087  -0.042  -2.835 | Abs.  10.478 [dps] @ t=          45600[msec]
Gyro values [b-fr]:  10.157  -0.182  -2.716 | Abs.  10.515 [dps] @ t=          46800[msec]
Gyro values [b-fr]:  10.241  -0.322  -2.821 | Abs.  10.627 [dps] @ t=          47800[msec]
Gyro values [b-fr]:  10.318  -0.434  -2.786 | Abs.  10.696 [dps] @ t=          49000[msec]
Gyro values [b-fr]:  10.297  -0.420  -2.604 | Abs.  10.629 [dps] @ t=          50000[msec]
Gyro values [b-fr]:  10.052  -0.280  -2.457 | Abs.  10.352 [dps] @ t=          51200[msec]
