Gyro values [b-fr]:  -0.041  -0.006  -0.007 | Abs.   0.042 [dps] @ t=        1747810[msec]
Gyro values [b-fr]:  -0.032  -0.013  -0.008 | Abs.   0.036 [dps] @ t=        1748908[msec]
Gyro values [b-fr]:  -0.055  -0.005  -0.013 | Abs.   0.056 [dps] @ t=        1750009[msec]
Gyro values [b-fr]:  -0.030   0.019   0.002 | Abs.   0.036 [dps] @ t=        1751108[msec]
Gyro values [b-fr]:  -0.045  -0.001  -0.018 | Abs.   0.049 [dps] @ t=        1752308[msec]
Gyro values [b-fr]:  -0.051   0.014   0.011 | Abs.   0.054 [dps] @ t=        1753409[msec]
Gyro values [b-fr]:  -0.050  -0.008  -0.005 | Abs.   0.051 [dps] @ t=        1754509[msec]
Gyro values [b-fr]:  -0.063  -0.005   0.004 | Abs.   0.064 [dps] @ t=        1755610[msec]
Gyro values [b-fr]:  -0.047   0.009  -0.015 | Abs.   0.050 [dps] @ t=        1756710[msec]
Gyro values [b-fr]:  -0.046   0.006   0.011 | Abs.   0.048 [dps] @ t=        1757811[msec]
Gyro values [b-fr]:  -0.045   0.008  -0.008 | Abs.   0.046 [dps] @ t=        1758908[msec]
Gyro values [b-fr]:  -0.031   0.009   0.001 | Abs.   0.033 [dps] @ t=        1760009[msec]
Gyro values [b-fr]:  -0.031  -0.004   0.004 | Abs.   0.031 [dps] @ t=        1761108[msec]
Gyro values [b-fr]:  -0.062   0.002  -0.007 | Abs.   0.062 [dps] @ t=        1762308[msec]
Gyro values [b-fr]:  -0.047  -0.001   0.005 | Abs.   0.047 [dps] @ t=        1763409[msec]
Gyro values [b-fr]:  -0.050  -0.011   0.000 | Abs.   0.051 [dps] @ t=        1764510[msec]
Gyro values [b-fr]:  -0.030   0.004   0.008 | Abs.   0.031 [dps] @ t=        1765610[msec]
Gyro values [b-fr]:  -0.047   0.009   0.003 | Abs.   0.048 [dps] @ t=        1766708[msec]
Gyro values [b-fr]:  -0.036  -0.004   0.014 | Abs.   0.039 [dps] @ t=        1767809[msec]
Gyro values [b-fr]:  -0.027   0.003   0.003 | Abs.   0.027 [dps] @ t=        1768908[msec]
Gyro values [b-fr]:  -0.052   0.011   0.012 | Abs.   0.055 [dps] @ t=        1770009[msec]
Gyro values [b-fr]:  -0.031  -0.007  -0.022 | Abs.   0.038 [dps] @ t=        1771108[msec]
Gyro values [b-fr]:  -0.026   0.010  -0.007 | Abs.   0.029 [dps] @ t=        1772309[msec]
Gyro values [b-fr]:  -0.040   0.002   0.000 | Abs.   0.040 [dps] @ t=        1773410[msec]
Gyro values [b-fr]:  -0.048   0.000  -0.004 | Abs.   0.048 [dps] @ t=        1774510[msec]
Gyro values [b-fr]:  -0.032  -0.005   0.000 | Abs.   0.032 [dps] @ t=        1775609[msec]
Gyro values [b-fr]:  -0.046   0.007  -0.003 | Abs.   0.046 [dps] @ t=        1776708[msec]
Gyro values [b-fr]:  -0.032   0.001  -0.008 | Abs.   0.033 [dps] @ t=        1777809[msec]
Gyro values [b-fr]:  -0.048  -0.015   0.002 | Abs.   0.050 [dps] @ t=        1778908[msec]
Gyro values [b-fr]:  -0.030  -0.011   0.018 | Abs.   0.037 [dps] @ t=        1780009[msec]
Gyro values [b-fr]:  -0.052  -0.005   0.009 | Abs.   0.053 [dps] @ t=        1781209[msec]
Gyro values [b-fr]:  -0.047   0.022   0.003 | Abs.   0.052 [dps] @ t=        1782310[msec]
Gyro values [b-fr]:  -0.033  -0.012  -0.005 | Abs.   0.036 [dps] @ t=        1783411[msec]
Gyro values [b-fr]:  -0.030  -0.020   0.014 | Abs.   0.039 [dps] @ t=        1784508[msec]
Gyro values [b-fr]:  -0.031   0.016   0.017 | Abs.   0.039 [dps] @ t=        1785609[msec]
Gyro values [b-fr]:  -0.039  -0.025  -0.015 | Abs.   0.049 [dps] @ t=        1786708[msec]
Gyro values [b-fr]:  -0.049   0.004   0.013 | Abs.   0.051 [dps] @ t=        1787809[msec]
Gyro values [b-fr]:  -0.049  -0.017   0.003 | Abs.   0.052 [dps] @ t=        1788908[msec]
Gyro values [b-fr]:  -0.044   0.015   0.017 | Abs.   0.050 [dps] @ t=        1790009[msec]
Gyro values [b-fr]:  -0.038  -0.005  -0.002 | Abs.   0.038 [dps] @ t=        1791108[msec]
Gyro values [b-fr]:  -0.050  -0.009   0.003 | Abs.   0.051 [dps] @ t=        1792308[msec]
Gyro values [b-fr]:  -0.050   0.014  -0.013 | Abs.   0.054 [dps] @ t=        1793409[msec]
Gyro values [b-fr]:  -0.048   0.008   0.004 | Abs.   0.049 [dps] @ t=        1794508[msec]
Gyro values [b-fr]:  -0.057  -0.000   0.005 | Abs.   0.057 [dps] @ t=        1795609[msec]
Gyro values [b-fr]:  -0.057   0.022  -0.001 | Abs.   0.061 [dps] @ t=        1796708[msec]
Gyro values [b-fr]:  -0.029  -0.009   0.014 | Abs.   0.034 [dps] @ t=        1797809[msec]
Gyro values [b-fr]:  -0.042   0.064   0.018 | Abs.   0.079 [dps] @ t=        1798908[msec]
Gyro values [b-fr]:  -0.046  -0.006  -0.017 | Abs.   0.049 [dps] @ t=        1800009[msec]
Gyro values [b-fr]:  -0.034   0.024   0.016 | Abs.   0.045 [dps] @ t=        1801109[msec]
Gyro values [b-fr]:  -0.043  -0.004  -0.022 | Abs.   0.048 [dps] @ t=        1802308[msec]
Gyro values [b-fr]:  -0.036  -0.008  -0.008 | Abs.   0.038 [dps] @ t=        1803409[msec]
Gyro values [b-fr]:  -0.043   0.004  -0.002 | Abs.   0.044 [dps] @ t=        1804508[msec]
