Gyro values [b-fr]:  -2.450   2.198  -1.988 | Abs.   3.845 [dps] @ t=         396208[msec]
Gyro values [b-fr]:  -2.478   2.247  -0.854 | Abs.   3.452 [dps] @ t=         397408[msec]
Gyro values [b-fr]:  -2.576   2.240  -0.952 | Abs.   3.544 [dps] @ t=         398408[msec]
Gyro values [b-fr]:  -2.625   2.058  -3.724 | Abs.   4.999 [dps] @ t=         399608[msec]
Gyro values [b-fr]:  -2.513   2.065  -3.822 | Abs.   5.019 [dps] @ t=         400608[msec]
Gyro values [b-fr]:  -2.443   2.219  -1.484 | Abs.   3.619 [dps] @ t=         401808[msec]
Gyro values [b-fr]:  -2.576   2.149  -1.883 | Abs.   3.847 [dps] @ t=         402808[msec]
Gyro values [b-fr]:  -2.541   2.205  -1.085 | Abs.   3.535 [dps] @ t=         404008[msec]
Gyro values [b-fr]:  -2.380   2.135  -1.456 | Abs.   3.513 [dps] @ t=         405008[msec]
Gyro values [b-fr]:  -2.275   2.100  -1.309 | Abs.   3.361 [dps] @ t=         406208[msec]
Gyro values [b-fr]:  -2.212   2.296  -0.014 | Abs.   3.188 [dps] @ t=         407208[msec]
Gyro values [b-fr]:  -2.373   2.275  -0.777 | Abs.   3.378 [dps] @ t=         408408[msec]
Gyro values [b-fr]:  -2.499   2.247  -3.325 | Abs.   4.728 [dps] @ t=         409608[msec]
Gyro values [b-fr]:  -2.415   2.184  -2.338 | Abs.   4.009 [dps] @ t=         410608[msec]
Gyro values [b-fr]:  -2.436   2.121  -4.046 | Abs.   5.177 [dps] @ t=         411808[msec]
Gyro values [b-fr]:  -2.401   2.268  -3.675 | Abs.   4.941 [dps] @ t=         412808[msec]
Gyro values [b-fr]:  -2.338   2.163  -2.807 | Abs.   4.245 [dps] @ t=         414008[msec]
Gyro values [b-fr]:  -2.289   2.219  -2.786 | Abs.   4.234 [dps] @ t=         415008[msec]
Gyro values [b-fr]:  -2.289   2.345  -3.164 | Abs.   4.555 [dps] @ t=         416208[msec]
Gyro values [b-fr]:  -2.317   2.247  -3.017 | Abs.   4.418 [dps] @ t=         417208[msec]
Gyro values [b-fr]:  -2.380   2.226   0.448 | Abs.   3.289 [dps] @ t=         418408[msec]
Gyro values [b-fr]:  -2.331   2.219  -0.532 | Abs.   3.262 [dps] @ t=         419608[msec]
Gyro values [b-fr]:  -2.394   2.324  -2.982 | Abs.   4.475 [dps] @ t=         420608[msec]
Gyro values [b-fr]:  -2.338   2.310  -3.458 | Abs.   4.771 [dps] @ t=         421808[msec]
Gyro values [b-fr]:  -2.408   2.303  -3.276 | Abs.   4.673 [dps] @ t=         422808[msec]
Gyro values [b-fr]:  -2.506   2.121  -2.730 | Abs.   4.270 [dps] @ t=         424008[msec]
Gyro values [b-fr]:  -2.499   2.086  -2.114 | Abs.   3.881 [dps] @ t=         425008[msec]
Gyro values [b-fr]:  -2.415   2.002  -4.060 | Abs.   5.131 [dps] @ t=         426208[msec]
Gyro values [b-fr]:  -2.324   2.051  -3.689 | Abs.   4.818 [dps] @ t=         427208[msec]
Gyro values [b-fr]:  -2.331   2.009  -1.484 | Abs.   3.416 [dps] @ t=         428408[msec]
Gyro values [b-fr]:  -2.394   1.960  -1.148 | Abs.   3.300 [dps] @ t=         429608[msec]
Gyro values [b-fr]:  -2.296   2.177  -1.883 | Abs.   3.682 [dps] @ t=         430608[msec]
Gyro values [b-fr]:  -2.296   2.380  -1.015 | Abs.   3.459 [dps] @ t=         431808[msec]
Gyro values [b-fr]:  -2.422   2.324  -1.778 | Abs.   3.798 [dps] @ t=         432808[msec]
Gyro values [b-fr]:  -2.261   2.149  -2.625 | Abs.   4.077 [dps] @ t=         434008[msec]
Gyro values [b-fr]:  -2.261   2.142  -1.904 | Abs.   3.650 [dps] @ t=         435008[msec]
Gyro values [b-fr]:  -2.499   2.212  -2.114 | Abs.   3.951 [dps] @ t=         436208[msec]
Gyro values [b-fr]:  -2.296   2.289  -3.661 | Abs.   4.890 [dps] @ t=         437208[msec]
Gyro values [b-fr]:  -2.296   2.310  -2.352 | Abs.   4.017 [dps] @ t=         438408[msec]
Gyro values [b-fr]:  -2.415   2.268  -0.539 | Abs.   3.357 [dps] @ t=         439608[msec]
Gyro values [b-fr]:  -2.422   2.177  -0.567 | Abs.   3.306 [dps] @ t=         440608[msec]
Gyro values [b-fr]:  -2.268   2.149  -2.968 | Abs.   4.309 [dps] @ t=         441808[msec]
Gyro values [b-fr]:  -2.422   2.093  -4.494 | Abs.   5.517 [dps] @ t=         442808[msec]
Gyro values [b-fr]:  -2.499   2.170  -3.066 | Abs.   4.512 [dps] @ t=         444008[msec]
Gyro values [b-fr]:  -2.576   2.044  -2.604 | Abs.   4.195 [dps] @ t=         445008[msec]
Gyro values [b-fr]:  -2.303   2.065  -3.640 | Abs.   4.777 [dps] @ t=         446208[msec]
Gyro values [b-fr]:  -2.191   2.170  -1.883 | Abs.   3.613 [dps] @ t=         447208[msec]
Gyro values [b-fr]:  -2.345   2.114  -1.617 | Abs.   3.547 [dps] @ t=         448408[msec]
Gyro values [b-fr]:  -2.261   2.233  -3.759 | Abs.   4.922 [dps] @ t=         449408[msec]
Gyro values [b-fr]:  -2.303   2.198  -2.863 | Abs.   4.282 [dps] @ t=         450608[msec]
Gyro values [b-fr]:  -2.478   2.170  -1.176 | Abs.   3.497 [dps] @ t=         451808[msec]
Gyro values [b-fr]:  -2.408   2.191  -1.764 | Abs.   3.703 [dps] @ t=         452808[msec]
Gyro values [b-fr]:  -2.331   2.051  -1.393 | Abs.   3.403 [dps] @ t=         454008[msec]
Gyro values [b-fr]:  -2.352   2.093  -2.303 | Abs.   3.901 [dps] @ t=         455008[msec]
Gyro values [b-fr]:  -2.254   2.093  -2.485 | Abs.   3.954 [dps] @ t=         456208[msec]
Gyro values [b-fr]:  -2.366   1.925  -2.170 | Abs.   3.743 [dps] @ t=         457208[msec]
Gyro values [b-fr]:  -2.464   2.086  -0.119 | Abs.   3.231 [dps] @ t=         458408[msec]
Gyro values [b-fr]:  -2.338   2.184  -0.070 | Abs.   3.200 [dps] @ t=         459408[msec]
Gyro values [b-fr]:  -2.394   2.030  -0.623 | Abs.   3.200 [dps] @ t=         460608[msec]
Gyro values [b-fr]:  -2.233   2.275  -0.315 | Abs.   3.203 [dps] @ t=         461808[msec]
Gyro values [b-fr]:  -2.240   2.275  -1.925 | Abs.   3.728 [dps] @ t=         462808[msec]
Gyro values [b-fr]:  -2.331   2.051  -2.415 | Abs.   3.933 [dps] @ t=         464008[msec]
Gyro values [b-fr]:  -2.268   2.149  -3.752 | Abs.   4.883 [dps] @ t=         465008[msec]
Gyro values [b-fr]:  -2.429   2.100  -3.388 | Abs.   4.668 [dps] @ t=         466208[msec]
Gyro values [b-fr]:  -2.429   2.156  -1.512 | Abs.   3.583 [dps] @ t=         467208[msec]
Gyro values [b-fr]:  -2.394   2.254  -3.367 | Abs.   4.706 [dps] @ t=         468408[msec]
Gyro values [b-fr]:  -2.429   2.289  -1.197 | Abs.   3.546 [dps] @ t=         469608[msec]
Gyro values [b-fr]:  -2.373   2.170  -1.253 | Abs.   3.451 [dps] @ t=         470608[msec]
Gyro values [b-fr]:  -2.394   2.205  -1.729 | Abs.   3.685 [dps] @ t=         471808[msec]
Gyro values [b-fr]:  -2.401   2.240  -2.198 | Abs.   3.951 [dps] @ t=         472808[msec]
Gyro values [b-fr]:  -2.303   2.373  -3.542 | Abs.   4.846 [dps] @ t=         474008[msec]
Gyro values [b-fr]:  -2.282   2.303  -2.394 | Abs.   4.030 [dps] @ t=         475008[msec]
Gyro values [b-fr]:  -2.338   2.254  -2.828 | Abs.   4.306 [dps] @ t=         476208[msec]
Gyro values [b-fr]:  -2.254   2.212  -1.911 | Abs.   3.691 [dps] @ t=         477208[msec]
Gyro values [b-fr]:  -2.289   2.072  -0.154 | Abs.   3.091 [dps] @ t=         478408[msec]
Gyro values [b-fr]:  -2.373   2.030  -0.875 | Abs.   3.243 [dps] @ t=         479608[msec]
Gyro values [b-fr]:  -2.366   2.072  -4.025 | Abs.   5.108 [dps] @ t=         480608[msec]
Gyro values [b-fr]:  -2.268   2.044  -2.163 | Abs.   3.742 [dps] @ t=         481808[msec]
Gyro values [b-fr]:  -2.324   2.401  -0.399 | Abs.   3.365 [dps] @ t=         482808[msec]
Gyro values [b-fr]:  -2.317   2.282  -1.953 | Abs.   3.793 [dps] @ t=         484008[msec]
Gyro values [b-fr]:  -2.373   2.093  -2.352 | Abs.   3.943 [dps] @ t=         485008[msec]
Gyro values [b-fr]:  -2.450   2.044  -2.086 | Abs.   3.812 [dps] @ t=         486208[msec]
Gyro values [b-fr]:  -2.541   1.953  -0.882 | Abs.   3.324 [dps] @ t=         487208[msec]
Gyro values [b-fr]:  -2.401   2.198  -1.372 | Abs.   3.532 [dps] @ t=         488408[msec]
Gyro values [b-fr]:  -2.394   2.205  -3.794 | Abs.   4.999 [dps] @ t=         489608[msec]
Gyro values [b-fr]:  -2.415   2.086  -4.088 | Abs.   5.186 [dps] @ t=         490608[msec]
Gyro values [b-fr]:  -2.219   2.093  -1.666 | Abs.   3.476 [dps] @ t=         491808[msec]
Gyro values [b-fr]:  -2.205   2.156  -1.505 | Abs.   3.432 [dps] @ t=         492808[msec]
Gyro values [b-fr]:  -2.408   2.317  -2.121 | Abs.   3.958 [dps] @ t=         494008[msec]
Gyro values [b-fr]:  -2.429   2.212  -3.017 | Abs.   4.460 [dps] @ t=         495008[msec]
Gyro values [b-fr]:  -2.373   2.289  -3.248 | Abs.   4.628 [dps] @ t=         496208[msec]
Gyro values [b-fr]:  -2.401   2.156  -2.898 | Abs.   4.337 [dps] @ t=         497208[msec]
Gyro values [b-fr]:  -2.513   2.149  -2.184 | Abs.   3.963 [dps] @ t=         498408[msec]
Gyro values [b-fr]:  -2.569   2.163  -1.862 | Abs.   3.840 [dps] @ t=         499608[msec]
Gyro values [b-fr]:  -2.583   2.191  -1.456 | Abs.   3.687 [dps] @ t=         500608[msec]
Gyro values [b-fr]:  -2.394   2.373  -1.526 | Abs.   3.700 [dps] @ t=         501808[msec]
Gyro values [b-fr]:  -2.177   2.450  -2.373 | Abs.   4.046 [dps] @ t=         502808[msec]
Gyro values [b-fr]:  -2.310   2.149  -1.960 | Abs.   3.714 [dps] @ t=         504008[msec]
Gyro values [b-fr]:  -2.471   2.093  -2.422 | Abs.   4.044 [dps] @ t=         505008[msec]
Gyro values [b-fr]:  -2.359   2.282  -2.625 | Abs.   4.203 [dps] @ t=         506208[msec]
Gyro values [b-fr]:  -2.205   2.205  -3.101 | Abs.   4.398 [dps] @ t=         507408[msec]
Gyro values [b-fr]:  -2.289   2.079  -3.472 | Abs.   4.649 [dps] @ t=         508408[msec]
Gyro values [b-fr]:  -2.282   2.205  -2.961 | Abs.   4.340 [dps] @ t=         509608[msec]
Gyro values [b-fr]:  -2.275   2.289  -2.163 | Abs.   3.885 [dps] @ t=         510608[msec]
Gyro values [b-fr]:  -2.282   2.135  -1.183 | Abs.   3.341 [dps] @ t=         511808[msec]
Gyro values [b-fr]:  -2.163   2.191  -2.135 | Abs.   3.747 [dps] @ t=         512808[msec]
Gyro values [b-fr]:  -2.100   2.254  -2.492 | Abs.   3.962 [dps] @ t=         514008[msec]
Gyro values [b-fr]:  -2.233   2.247  -2.429 | Abs.   3.992 [dps] @ t=         515008[msec]
Gyro values [b-fr]:  -2.387   2.156  -2.317 | Abs.   3.964 [dps] @ t=         516208[msec]
Gyro values [b-fr]:  -2.499   2.289  -1.141 | Abs.   3.576 [dps] @ t=         517408[msec]
Gyro values [b-fr]:  -2.303   2.233  -1.575 | Abs.   3.574 [dps] @ t=         518408[msec]
Gyro values [b-fr]:  -2.163   2.212  -2.492 | Abs.   3.973 [dps] @ t=         519608[msec]
Gyro values [b-fr]:  -2.408   1.988  -3.094 | Abs.   4.396 [dps] @ t=         520608[msec]
Gyro values [b-fr]:  -2.331   2.226  -2.849 | Abs.   4.302 [dps] @ t=         521808[msec]
Gyro values [b-fr]:  -2.219   2.359  -2.429 | Abs.   4.048 [dps] @ t=         522808[msec]
Gyro values [b-fr]:  -2.212   2.415  -0.273 | Abs.   3.286 [dps] @ t=         524008[msec]
Gyro values [b-fr]:  -2.275   2.268  -2.100 | Abs.   3.838 [dps] @ t=         525008[msec]
Gyro values [b-fr]:  -2.177   2.086  -2.170 | Abs.   3.715 [dps] @ t=         526208[msec]
Gyro values [b-fr]:  -2.135   2.275  -2.877 | Abs.   4.244 [dps] @ t=         527408[msec]
Gyro values [b-fr]:  -2.212   2.233  -3.724 | Abs.   4.873 [dps] @ t=         528408[msec]
Gyro values [b-fr]:  -2.366   2.114  -2.884 | Abs.   4.288 [dps] @ t=         529608[msec]
Gyro values [b-fr]:  -2.429   2.303  -2.233 | Abs.   4.024 [dps] @ t=         530608[msec]
Gyro values [b-fr]:  -2.408   2.583  -0.994 | Abs.   3.669 [dps] @ t=         531808[msec]
Gyro values [b-fr]:  -2.296   2.261  -0.378 | Abs.   3.244 [dps] @ t=         532808[msec]
Gyro values [b-fr]:  -2.464   2.044  -0.987 | Abs.   3.350 [dps] @ t=         534008[msec]
Gyro values [b-fr]:  -2.317   2.121  -0.567 | Abs.   3.192 [dps] @ t=         535208[msec]
Gyro values [b-fr]:  -2.366   2.184  -1.435 | Abs.   3.525 [dps] @ t=         536208[msec]
Gyro values [b-fr]:  -2.513   2.254  -3.024 | Abs.   4.532 [dps] @ t=         537408[msec]
Gyro values [b-fr]:  -2.422   2.268  -1.995 | Abs.   3.872 [dps] @ t=         538408[msec]
Gyro values [b-fr]:  -2.457   2.226  -1.561 | Abs.   3.665 [dps] @ t=         539608[msec]
Gyro values [b-fr]:  -2.366   2.268  -1.701 | Abs.   3.693 [dps] @ t=         540608[msec]
Gyro values [b-fr]:  -2.429   2.338  -1.239 | Abs.   3.592 [dps] @ t=         541808[msec]
Gyro values [b-fr]:  -2.513   2.149  -1.190 | Abs.   3.514 [dps] @ t=         542808[msec]
Gyro values [b-fr]:  -2.534   2.142  -2.240 | Abs.   4.003 [dps] @ t=         544008[msec]
Gyro values [b-fr]:  -2.408   2.128  -2.450 | Abs.   4.041 [dps] @ t=         545208[msec]
