Gyro values [b-fr]:  -0.006  -0.001   0.024 | Abs.   0.025 [dps] @ t=        1307811[msec]
Gyro values [b-fr]:   0.018   0.004   0.042 | Abs.   0.046 [dps] @ t=        1308912[msec]
Gyro values [b-fr]:   0.048   0.010   0.011 | Abs.   0.050 [dps] @ t=        1310012[msec]
Gyro values [b-fr]:   0.036   0.014   0.011 | Abs.   0.040 [dps] @ t=        1311113[msec]
Gyro values [b-fr]:   0.041  -0.005   0.026 | Abs.   0.049 [dps] @ t=        1312311[msec]
Gyro values [b-fr]:   0.014  -0.002   0.031 | Abs.   0.034 [dps] @ t=        1313411[msec]
Gyro values [b-fr]:  -0.002   0.002   0.005 | Abs.   0.006 [dps] @ t=        1314511[msec]
Gyro values [b-fr]:  -0.006   0.024   0.015 | Abs.   0.029 [dps] @ t=        1315611[msec]
Gyro values [b-fr]:  -0.012   0.024   0.028 | Abs.   0.039 [dps] @ t=        1316711[msec]
Gyro values [b-fr]:   0.009  -0.015   0.014 | Abs.   0.023 [dps] @ t=        1317812[msec]
Gyro values [b-fr]:   0.051  -0.007   0.007 | Abs.   0.052 [dps] @ t=        1318913[msec]
Gyro values [b-fr]:   0.037  -0.004   0.041 | Abs.   0.055 [dps] @ t=        1320013[msec]
Gyro values [b-fr]:   0.020  -0.012   0.023 | Abs.   0.033 [dps] @ t=        1321111[msec]
Gyro values [b-fr]:  -0.010  -0.001   0.040 | Abs.   0.041 [dps] @ t=        1322211[msec]
Gyro values [b-fr]:  -0.017   0.005   0.048 | Abs.   0.052 [dps] @ t=        1323411[msec]
Gyro values [b-fr]:   0.008   0.020   0.025 | Abs.   0.033 [dps] @ t=        1324511[msec]
Gyro values [b-fr]:   0.006  -0.003   0.039 | Abs.   0.040 [dps] @ t=        1325611[msec]
Gyro values [b-fr]:   0.039  -0.031   0.026 | Abs.   0.056 [dps] @ t=        1326712[msec]
Gyro values [b-fr]:   0.030  -0.014   0.035 | Abs.   0.048 [dps] @ t=        1327813[msec]
Gyro values [b-fr]:   0.048  -0.011   0.015 | Abs.   0.052 [dps] @ t=        1328913[msec]
